title,year,distributor,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
The Jungle Book 2,2003,Walt Disney Pictures,135680000,115680000,189830313.83324474,161848251.0630141,22500829.18739635,20000000,27982062.77023065
Dennis the Menace,1993,Hughes Entertainment,117270765,82270765,209077020.9903402,146677021.0017505,27855288.59857482,35000000,62399999.98858972
10 to Midnight,1983,Cannon Group,7175592,2655592,18502352.91705676,6847476.889392904,2277965.7142857146,4520000,11654876.02766386
A Prayer for the Dying,1987,The Samuel Goldwyn Company,1432687,-4567313,3239118.4370359085,-10326098.963705113,366416.1125319693,6000000,13565217.400741022
Dark Blue,2002,United Artists,9237470,-5762530,13220599.260718292,-8247290.638872654,1592667.2413793104,15000000,21467889.899590947
Gods and Generals,2003,Warner Bros. Pictures,12923936,-43076064,18081919.41952218,-60267856.33712364,2143272.968490879,56000000,78349775.75664583
The Life of David Gale,2003,Mikona Productions GmbH & Co. KG,38955598,-11044402,54502899.42439358,-15452257.501183048,6460298.175787727,50000000,69955156.92557663
Old School,2003,DreamWorks SKG,87055349,63055349,121799412.0101168,88220936.68584003,14437039.635157544,24000000,33578475.32427678
Cradle 2 the Grave,2003,Silver Pictures,56489558,31489558,79034717.89092925,44057139.42814094,9368085.903814262,25000000,34977578.46278831
Bringing Down the House,2003,Hyde Park Films,132675402,112675402,185626571.34147927,157644508.57124862,22002554.22885572,20000000,27982062.77023065
Tears of the Sun,2003,Columbia Pictures,85632458,15632458,119808640.74625699,21871421.050449714,14201070.978441127,70000000,97937219.69580728
Bend It Like Beckham,2002,Fox Searchlight Pictures,76578641,73078482,109598788.90988673,104589387.04034925,13203213.965517242,3500159,5009401.8695374895
The Hunted,2003,Lakeshore Entertainment,34234008,-20765992,47896908.03662891,-29053764.581505377,5677281.592039801,55000000,76950672.61813429
Boat Trip,2002,Motion Picture Corporation of America,8586376,-11413624,12288758.306966007,-16335094.892488588,1480409.655172414,20000000,28623853.199454594
Dreamcatcher,2003,Village Roadshow Pictures,75715436,7715436,105933704.14136907,10794690.722584864,12556457.048092868,68000000,95139013.41878422
Wind,1992,American Zoetrope,5519569,-23480431,10130032.51526352,-43093496.883977994,1330016.626506024,29000000,53223529.399241515
Basic,2003,Intermedia Films,42792561,-7207439,59871206.40004621,-10083950.525530422,7096610.447761194,50000000,69955156.92557663
The Core,2003,Paramount Pictures,74208267,14208267,103825019.26320179,19878830.952509835,12306511.940298507,60000000,83946188.31069195
A Man Apart,2003,New Line Cinema,44350926,8350926,62051519.76249273,11683806.77607756,7355045.771144278,36000000,50367712.98641517
Phone Booth,2002,Fox 2000 Pictures,97837138,84837138,140023793.77833903,121418289.19869354,16868472.068965517,13000000,18605504.579645485
Anger Management,2003,Columbia Pictures,195745823,120745823,273868595.3098229,168935859.921458,32461993.864013266,75000000,104932735.38836494
Ghosts of the Abyss,2003,Walt Disney Pictures,17040871,4040871,23841936.099070158,5653595.298420235,2826015.0912106135,13000000,18188340.800649922
House of 1000 Corpses,2003,Lionsgate,16829545,9829545,23546269.22922107,13752547.259640342,2790969.3200663347,7000000,9793721.969580729
A Mighty Wind,2003,Castle Rock Entertainment,18750246,12750246,26233528.026463307,17838909.195394114,3109493.532338308,6000000,8394618.831069196
The Other Side of Heaven,2001,3Mark Entertainment,4720371,-2279629,6850026.75450791,-3308112.781887719,835463.8938053097,7000000,10158139.53639563
The Marrying Man,1991,Hollywood Pictures,12454768,-13545232,23550834.029512484,-25612802.31982173,3008398.0676328503,26000000,49163636.34933421
Scenes from a Mall,1991,Touchstone Pictures,9563393,6563393,18083506.758375708,12410779.487298682,2309998.309178744,3000000,5672727.271077025
Identity,2003,Konrad Pictures,90259536,60259536,126282400.09819466,84309305.94284868,14968413.930348258,30000000,41973094.15534598
The Lizzie McGuire Movie,2003,Walt Disney Pictures,55534455,38534455,77698430.28602748,53913676.93133142,9209694.029850746,17000000,23784753.354696054
X2,2003,Twentieth Century Fox Film Corporation,407711549,297711549,570430507.8132985,416529162.5770299,67613855.55555555,110000000,153901345.23626858
Daddy Day Care,2003,Columbia Pictures,164433867,104433867,230059939.3972879,146113751.08659595,27269298.009950247,60000000,83946188.31069195
The Matrix Reloaded,2003,Village Roadshow Pictures,738599701,588599701,1033377159.7727795,823511688.9960496,122487512.60364842,150000000,209865470.77672988
Down with Love,2003,Regency Enterprises,20298207,-14701793,28399285.11985676,-20569324.72804688,3366203.4825870646,35000000,48968609.84790364
Bruce Almighty,2003,Universal Pictures,484572835,404572835,677967374.285931,566039123.2050084,80360337.47927031,80000000,111928251.0809226
Finding Nemo,2003,Pixar Animation Studios,940335536,846335536,1315626399.6715243,1184110704.6514401,155942874.95854062,94000000,131515695.02008405
The Italian Job,2003,De Line Pictures,176070171,116070171,246340328.84436223,162394140.53367028,29199033.333333332,60000000,83946188.31069195
Wrong Turn,2003,Summit Entertainment,28650575,16050575,40085109.40266005,22456409.85741474,4751339.137645108,12600000,17628699.54524531
2 Fast 2 Furious,2003,Mikona Productions GmbH & Co. KG,236350661,160350661,330678951.59437525,224347113.0674988,39195797.84411277,76000000,106331838.52687648
Whale Rider,2003,South Pacific Pictures,41400000,33400000,57922869.93437745,46730044.82628518,6865671.641791045,8000000,11192825.10809226
Oscar,1991,Touchstone Pictures,23562716,-11437284,44554953.87794765,-21626864.28461764,5691477.294685991,35000000,66181818.16256529
Barton Fink,1991,Twentieth Century Fox Film Corporation,6153939,-2846061,11636539.196614824,-5381642.616616249,1486458.695652174,9000000,17018181.813231073
Shattered,1991,Palace Pictures,11511031,-10488969,21766313.157304347,-19833686.830593836,2780442.270531401,22000000,41599999.98789818
Dumb and Dumberer: When Harry Met Lloyd,2003,New Line Cinema,39267515,20267515,54939303.47804868,28356343.846329562,6512025.704809287,19000000,26582959.63171912
From Justin to Kelly,2003,19 Entertainment,4922166,-7077834,6886617.898874756,-9902619.763263633,816279.6019900497,12000000,16789237.66213839
Hollywood Homicide,2003,Columbia Pictures,51142659,-23857341,71553854.71872507,-33378880.669639863,8481369.651741292,75000000,104932735.38836494
Alex & Emma,2003,Epsilon Motion Pictures,15368897,-14631103,21502672.028160475,-20470422.127185497,2548739.1376451077,30000000,41973094.15534598
28 Days Later,2002,DNA Films,82719885,77719885,118388092.2457883,111232128.94592465,14262049.137931036,5000000,7155963.299863649
Charlie's Angels: Full Throttle,2003,Columbia Pictures,259175788,139175788,362613658.4169996,194721281.79561567,42981059.36981758,120000000,167892376.6213839
"Bodies, Rest & Motion",1993,Fine Line Features,764083,-1735917,1362250.834036617,-3094892.02229122,181492.39904988123,2500000,4457142.856327837
Hulk,2003,Universal Pictures,245360480,108360480,343284617.6346961,151607487.65861616,40689963.51575456,137000000,191677129.97607997
"Legally Blonde 2: Red, White & Blonde",2003,Type A Films,124914842,79914842,174768747.4888722,111809106.25585324,20715562.520729683,45000000,62959641.233018965
Sinbad: Legend of the Seven Seas,2003,DreamWorks Animation,26288320,-33711680,36780071.01819549,-47166117.29249646,4359588.723051409,60000000,83946188.31069195
Terminator 3: Rise of the Machines,2003,Columbia Pictures,435000000,235000000,608609865.2525166,328789237.5502101,72139303.48258705,200000000,279820627.7023065
Swimming Pool,2003,France 2 Cinéma,22441323,14641323,31397725.441651043,20484720.961261086,3721612.4378109453,7800000,10913004.480389955
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Walt Disney Pictures,655011224,515011224,916428259.2586805,720553819.8670659,108625410.28192371,140000000,195874439.39161456
The League of Extraordinary Gentlemen,2003,Twentieth Century Fox Film Corporation,179265204,101265204,250810509.54231015,141680464.7384106,29728889.552238803,78000000,109130044.80389954
Bad Boys II,2003,Columbia Pictures Corporation,273339556,143339556,382430230.6789488,200546822.6724496,45329942.95190713,130000000,181883408.00649923
Johnny English,2003,Universal Pictures,160583018,120583018,224672204.4754539,168708078.9349926,26630682.918739635,40000000,55964125.5404613
Loose Cannons,1990,TriStar Pictures,5585154,4085154,10959547.463426756,8016151.239233093,1358918.2481751824,1500000,2943396.224193663
Lara Croft Tomb Raider: The Cradle of Life,2003,Paramount Pictures,156505388,61505388,218967179.54476514,86052381.38616955,25954459.038142618,95000000,132914798.15859559
Seabiscuit,2003,Universal Pictures,148336445,61336445,207537985.7551433,85816012.70464,24599742.122719735,87000000,121721973.05050333
Spy Kids 3-D: Game Over,2003,Dimension Films,197011982,159011982,275640082.34057754,222474163.07713932,32671970.48092869,38000000,53165919.26343824
American Wedding,2003,Universal Pictures,231449203,176449203,323821306.3232928,246870633.70515853,38382952.404643446,55000000,76950672.61813429
Gigli,2003,City Light Films,7266209,-46733791,10166175.816980744,-65385393.66264201,1205009.784411277,54000000,75551569.47962275
Freaky Friday,2003,Walt Disney Pictures,110230332,84230332,154223603.46036822,117846921.85906838,18280320.39800995,26000000,36376681.601299845
S.W.A.T.,2003,Original Film,116643346,36643346,163196071.47508663,51267820.39416401,19343838.47429519,80000000,111928251.0809226
Freddy vs. Jason,2003,New Line Cinema,114908830,84908830,160769304.69568816,118796210.54034217,19056190.71310116,30000000,41973094.15534598
Open Range,2003,Tig Productions,68296293,46296293,95553557.88500321,64773288.837749496,11326085.074626865,22000000,30780269.047253717
Uptown Girls,2003,GreeneStreet Films,37095657,17095657,51900650.1338473,23918587.36361665,6151850.248756219,20000000,27982062.77023065
Agent Cody Banks,2003,Splendid Pictures,58795814,30795814,82261407.8987403,43086520.02041739,9750549.585406302,28000000,39174887.878322914
Man's Best Friend,1993,New Line Cinema,12974636,6974636,23131922.464341592,12434779.609154783,3081861.2826603325,6000000,10697142.855186809
Showdown in Little Tokyo,1991,Original Pictures,2275557,-5724443,4302871.416930074,-10824401.305941992,549651.4492753623,8000000,15127272.722872065
The Keep,1983,Paramount Pictures,3661757,-2338243,9441885.813812021,-6029188.559193104,1162462.5396825396,6000000,15471074.373005124
Tremors,1990,Universal Pictures,48572000,37572000,95311094.26768973,73726188.62360287,11818004.866180047,11000000,21584905.644086864
Commando,1985,Twentieth Century Fox Film Corporation,57500000,47500000,136946564.84368044,113129770.95782298,16197183.09859155,10000000,23816793.885857467
Marci X,2003,Paramount Pictures,1675706,-18324294,2344485.523822606,-25637577.246408045,277894.8590381426,20000000,27982062.77023065
Jeepers Creepers 2,2003,United Artists,63102666,46102666,88287138.04904498,64502384.694348924,10464787.064676616,17000000,23784753.354696054
The Order,2003,Twentieth Century Fox Film Corporation,11560806,-23439194,16174759.958322957,-32793849.889580682,1917214.9253731342,35000000,48968609.84790364
Party Monster,2003,ContentFilm,742898,-4257102,1039390.9233939406,-5956124.769163722,123200.33167495854,5000000,6995515.692557663
Cabin Fever,2003,Lions Gate Films,30553394,29053394,42747349.43757943,40648694.72981213,5066897.84411277,1500000,2098654.707767299
Matchstick Men,2003,Saturn Films,65565672,3565672,91733137.4738177,4988742.886102693,10873245.771144278,62000000,86744394.58771501
Once Upon a Time in Mexico,2003,Columbia Pictures Corporation,98185582,69185582,137371755.93278143,96797764.91594699,16282849.419568822,29000000,40573991.016834445
Lost in Translation,2003,American Zoetrope,119723856,115723856,167506022.68430278,161909610.13025665,19854702.487562187,4000000,5596412.55404613
Day of the Dead,1985,Dead Films,34000000,30500000,80977099.21191539,72641221.35186528,9577464.788732395,3500000,8335877.860050114
Memoirs of an Invisible Man,1992,Regency Enterprises,14358033,-25641967,26351213.499682065,-47060551.18892693,3459766.9879518067,40000000,73411764.68860899
Once Bitten,1985,Night Light Films,10000000,6800000,23816793.885857467,16195419.842383077,2816901.4084507045,3200000,7621374.04347439
The Fighting Temptations,2003,Paramount Pictures,30238577,15238577,42306887.98482264,21320340.907149654,5014689.386401326,15000000,20986547.07767299
Underworld,2003,Lakeshore Entertainment,95708457,73708457,133906002.57079606,103125733.52354234,15872049.253731342,22000000,30780269.047253717
Duplex,2003,Miramax Films,19322135,-20677865,27033659.72124353,-28930465.81921777,3204334.1625207295,40000000,55964125.5404613
The Rundown,2003,Columbia Pictures,80916492,-4083508,113210517.91454332,-5713248.8589369515,13418987.064676616,85000000,118923766.77348027
Under the Tuscan Sun,2003,Timnick Films,58878723,40878723,82377406.14085115,57193549.64764357,9764299.004975123,18000000,25183856.493207585
Mambo Italiano,2003,icon,3031801,-1330097,4241802.294442403,-1860942.8872247739,502786.23548922053,4361898,6102745.181667177
Videodrome,1983,Universal Pictures,2120439,-3831561,5467578.245403435,-9879727.532617647,673155.2380952381,5952000,15347305.778021082
Beethoven's 2nd,1993,Universal Pictures,118243066,103243066,210810494.77288038,184067637.63491336,28086238.95486936,15000000,26742857.13796702
Boyz n the Hood,1991,Columbia Pictures Corporation,57504069,51004069,108734966.80473164,96444057.71739809,13889871.739130436,6500000,12290909.087333553
Bugsy,1991,TriStar Pictures,49114016,19114016,92870139.31843777,36142866.60766753,11863288.88888889,30000000,56727272.71077025
Consenting Adults,1992,Permut Presentations,21591728,3591728,39627171.37891125,6591877.269037205,5202826.024096385,18000000,33035294.109874047
Sleeping with the Enemy,1991,Twentieth Century Fox Film Corporation,174999005,155999005,330907209.35828155,294979936.64146036,42270291.062801935,19000000,35927272.71682116
PCU,1994,Paul Schiff Productions,4350774,-4649226,7541341.598994488,-8058658.398925512,1030989.0995260664,9000000,15599999.997919999
City Heat,1984,Warner Bros.,38348988,13348988,94959398.82096784,33054636.93978871,11413389.285714285,25000000,61904761.88117914
Into the Night,1985,Universal Pictures,6700000,-4700000,15957251.903524503,-11193893.12635301,1887323.943661972,11400000,27151145.029877514
A Rage in Harlem,1991,Miramax Films,10400000,2400000,19665454.539733686,4538181.81686162,2512077.2946859905,8000000,15127272.722872065
The Gun in Betty Lou's Handbag,1992,Touchstone Pictures,3721911,-9278089,6830801.363098634,-17028022.160699286,896846.0240963855,13000000,23858823.52379792
Article 99,1992,Orion Pictures,6375979,-11624021,11701796.750187812,-21333497.359686233,1536380.4819277108,18000000,33035294.109874047
Tough Guys Don't Dance,1987,Zoetrope Studios,858250,-4141750,1940391.3056976637,-9363956.528253188,219501.27877237851,5000000,11304347.833950851
Mobsters,1991,Universal Pictures,20246790,-2753210,38284839.26158986,-5206069.816667325,4890528.985507247,23000000,43490909.07825719
Out of Time,2003,Original Film,55495563,5495563,77644016.36676449,7688859.441187853,9203244.278606964,50000000,69955156.92557663
School of Rock,2003,Paramount Pictures,131282949,96282949,183678385.97894946,134709776.13104582,21771633.333333332,35000000,48968609.84790364
Wonderland,2003,Lions Gate Films,2466444,-2533556,3450809.5413629385,-3544706.1511947243,409028.855721393,5000000,6995515.692557663
Mystic River,2003,Village Roadshow Pictures,156822020,131822020,219410180.3697183,184432601.90693,26006968.490878936,25000000,34977578.46278831
House of the Dead,2003,Boll Kino Beteiligungs GmbH & Co. KG,13818181,6818181,19333060.405620426,9539338.4360397,2291572.305140962,7000000,9793721.969580729
Intolerable Cruelty,2003,Imagine Entertainment,119940815,59940815,167809570.7021311,83863382.39143914,19890682.421227198,60000000,83946188.31069195
Kill Bill: Vol. 1,2003,Miramax Films,180949000,150949000,253166313.8105233,211193219.65517733,30008126.036484245,30000000,41973094.15534598
Runaway Jury,2003,Regency Enterprises,80154140,20154140,112143908.83869277,28197720.528000817,13292560.530679934,60000000,83946188.31069195
The Texas Chainsaw Massacre,2003,New Line Cinema,107071655,97571655,149804288.55612403,136512808.74026448,17756493.36650083,9500000,13291479.81585956
Sylvia,2003,Focus Films,10000000,3000000,13991031.385115325,4197309.415534598,1658374.7927031508,7000000,9793721.969580729
Veronica Guerin,2003,Jerry Bruckheimer Films,1569918,-15430082,2196477.201005748,-21588276.153690305,260351.24378109453,17000000,23784753.354696054
Radio,2003,Revolution Studios,52277485,20277485,73141593.33698957,28370292.904620524,8669566.334991708,32000000,44771300.43236904
Scary Movie 3,2003,Dimension Films,220673217,172673217,308744590.4901365,241587639.84158292,36595890.049751244,48000000,67156950.64855357
Elephant,2003,HBO Films,10012022,7012022,14007851.403046511,9810541.987511914,1660368.4908789385,3000000,4197309.415534598
Shattered Glass,2003,Lions Gate Films,2944752,-3055248,4120011.7653381126,-4274607.065731083,488350.2487562189,6000000,8394618.831069196
The Matrix Revolutions,2003,Village Roadshow Pictures,424988211,274988211,594602339.8405014,384736869.06377155,70478973.6318408,150000000,209865470.77672988
Elf,2003,New Line Cinema,173398518,141398518,242602410.74704847,197831110.3146794,28755973.134328358,32000000,44771300.43236904
Love Actually,2003,Universal Pictures,244931766,204931766,342684802.53177226,286720676.99131095,40618866.666666664,40000000,55964125.5404613
Looney Tunes: Back in Action,2003,Lonely Film Productions GmbH & Co. KG.,68514844,-11485156,95859333.27502805,-16068917.80589456,11362329.021558871,80000000,111928251.0809226
Master and Commander: The Far Side of the World,2003,Universal Pictures,212011111,62011111,296625410.7994169,86759940.02268702,35159388.22553897,150000000,209865470.77672988
Gothika,2003,Columbia Pictures Corporation,141591324,101591324,198100865.79440328,142136740.25394198,23481148.258706465,40000000,55964125.5404613
21 Grams,2003,This Is That Productions,60427839,40427839,84544779.19836959,56562716.428138934,10021200.497512437,20000000,27982062.77023065
Bad Santa,2003,Columbia Pictures,76488889,53488889,107015844.66116023,74836472.475395,12684724.543946931,23000000,32179372.185765248
The Haunted Mansion,2003,Walt Disney Pictures,182290266,92290266,255042883.2807021,129123600.81466419,30230558.20895522,90000000,125919282.46603793
Timeline,2003,Paramount Pictures,43935763,-36064237,61470663.90619887,-50457587.17472374,7286196.185737977,80000000,111928251.0809226
Darkman,1990,Universal Pictures,48878502,32878502,95912532.15402827,64516305.762629196,11892579.562043795,16000000,31396226.39139907
New Jack City,1991,Warner Bros.,47624253,39124253,90053132.91925727,73980405.6512057,11503442.75362319,8500000,16072727.26805157
WarGames,1983,United Artists,79567667,67567667,205166215.64058423,174224066.894574,25259576.825396825,12000000,30942148.746010248
Hannah and Her Sisters,1986,Orion Pictures,40084041,33684041,94031735.34041198,79018201.49589175,10804323.71967655,6400000,15013533.844520234
Highlander II: The Quickening,1991,Lamb Bear Entertainment,15556340,-14443660,29415624.718715455,-27311647.992054794,3757570.048309179,30000000,56727272.71077025
Hudson Hawk,1991,TriStar Pictures,17218080,-47781920,32557823.990528632,-90351266.8828069,4158956.521739131,65000000,122909090.87333554
Kindergarten Cop,1990,Imagine Entertainment,201957688,186957688,396294330.8707212,366860368.6287846,49138123.60097323,15000000,29433962.24193663
The Last Boy Scout,1991,Geffen Pictures,59509925,30509925,112527858.1490828,57691494.52867156,14374378.019323673,29000000,54836363.62041124
Mr. Destiny,1990,Touchstone Pictures,15379253,-4620747,30178156.80741271,-9067126.18183613,3741910.7055961066,20000000,39245282.98924884
Over the Top,1987,Cannon Group,16057580,-8942420,36304093.9382985,-20217645.231455754,4106797.9539641943,25000000,56521739.16975426
Passenger 57,1992,Warner Bros.,44065653,29065653,80873433.72214742,53344021.96391905,10618229.638554215,15000000,27529411.758228373
Presumed Innocent,1990,Mirage Enterprises,221303188,199303188,434255311.9741469,391085500.68597317,53845057.90754257,22000000,43169811.28817373
Project X,1987,20th Century Fox,18532286,532286,41899081.42045154,1203429.2182284726,4739715.0895140665,18000000,40695652.20222306
Pure Luck,1991,Universal Pictures,24941969,7931969,47162995.91355258,14998632.286545852,6024630.193236715,17010000,32164363.62700673
Radio Flyer,1992,Columbia Pictures,4651977,-30348023,8537746.021520529,-55697548.08101234,1120958.313253012,35000000,64235294.10253286
The Secret of My Success,1987,Universal Pictures,110996879,98996879,250949465.73979095,223819030.9383089,28387948.593350384,12000000,27130434.801482044
Streets of Fire,1984,Universal Pictures,8089290,-6410710,20030622.84951214,-15874139.041571757,2407526.785714286,14500000,35904761.891083896
Wild at Heart,1990,Samuel Goldwyn,14560247,5060247,28571050.695418075,9929541.275524873,3542639.1727493913,9500000,18641509.419893198
Year of the Dragon,1985,Metro-Goldwyn-Mayer (MGM),18707466,-5292534,44555186.18486865,-12605119.141189277,5269708.7323943665,24000000,57160305.326057926
A Passage to India,1984,Columbia Pictures,27187653,19187653,67321807.40292503,47512283.6009477,8091563.392857143,8000000,19809523.801977325
Dragnet,1987,Universal Pictures,66673516,46673516,150740123.23529747,105522731.89949408,17052050.127877235,20000000,45217391.335803404
Run,1991,Hollywood Pictures,4409328,-11590672,8337638.397574505,-21916907.048169628,1065055.0724637683,16000000,30254545.44574413
Honey,2003,Universal Pictures,62646763,44646763,87649282.73088816,62465426.23768057,10389181.260364842,18000000,25183856.493207585
The Last Samurai,2003,Cruise/Wagner Productions,456758981,316758981,639052923.8604294,443178484.4688149,75747758.04311775,140000000,195874439.39161456
Big Fish,2003,Columbia Pictures,122919055,52919055,171976435.63337168,74039215.9375644,20384586.23548922,70000000,97937219.69580728
Something's Gotta Give,2003,Columbia Pictures Corporation,266728738,186728738,373181014.4670203,261252763.38609767,44233621.558872305,80000000,111928251.0809226
Stuck on You,2003,Twentieth Century Fox Film Corporation,33828318,-21171682,47329305.88436617,-29621366.73376812,5610002.985074626,55000000,76950672.61813429
The Lord of the Rings: The Return of the King,2003,WingNut Films,1118888979,1024888979,1565441082.1648643,1433925387.1447802,185553727.86069652,94000000,131515695.02008405
Calendar Girls,2003,Harbour Pictures,96542059,86542059,135072297.74526554,121081266.36015022,16010291.708126036,10000000,13991031.385115325
House of Sand and Fog,2003,DreamWorks SKG,16942795,442795,23704717.6596575,619515.8742172141,2809750.414593698,16500000,23085201.78544029
Monster,2003,Newmarket Films,60378584,52378584,84475866.37328221,73283041.26518995,10013032.172470978,8000000,11192825.10809226
Cheaper by the Dozen,2003,Twentieth Century Fox Film Corporation,190212113,150212113,266126364.28121027,210162238.74074897,31544297.34660033,40000000,55964125.5404613
Cold Mountain,2003,Miramax Films,173013509,94013509,242063743.4467933,131534595.50438221,28692124.212271973,79000000,110529147.94241107
Paycheck,2003,Paramount Pictures,96269812,36269812,134691396.1131152,50745207.802423246,15965142.95190713,60000000,83946188.31069195
Peter Pan,2003,Columbia Pictures,121975011,21975011,170655620.71007872,30745306.85892545,20228028.358208954,100000000,139910313.85115325
The Company,2003,Sony Pictures Classics,2281585,-12718415,3192172.734280835,-17794374.343392152,378372.30514096183,15000000,20986547.07767299
Along Came Polly,2004,Jersey Films,171963386,129963386,234290726.76910776,177068019.347526,27691366.50563607,42000000,57222707.421581745
Torque,2004,Village Roadshow Pictures,46546197,6546197,63416652.679007284,8918836.08702467,7495361.835748793,40000000,54497816.59198261
"Car 54, Where Are You?",1994,Orion Pictures,1238080,-9461920,2146005.333047199,-16400661.33114658,293383.8862559242,10700000,18546666.66419378
Only the Strong,1993,Davis Films,3283371,-2716629,5853781.438929594,-4843361.416257214,779898.0997624703,6000000,10697142.855186809
The Adventures of Ford Fairlane,1990,Twentieth Century Fox Film Corporation,20423389,-28576611,40076084.0452256,-56074859.27843407,4969194.403892944,49000000,96150943.32365966
The Pick-up Artist,1987,Twentieth Century Fox Film Corporation,13290368,-1709632,30047788.54264194,-3865254.9592106123,3399071.0997442454,15000000,33913043.50185256
Cool World,1992,Paramount Pictures,14110589,-15889411,25897080.98214186,-29161742.534314882,3400141.9277108433,30000000,55058823.516456746
Money for Nothing,1993,Hollywood Pictures,1044824,-9955176,1862771.9310879505,-17748656.63675453,248176.7220902613,11000000,19611428.567842484
The Butterfly Effect,2004,New Line Cinema,96060858,83060858,130877675.52381214,113165885.1314178,15468737.198067633,13000000,17711790.39239435
Win a Date with Tad Hamilton!,2004,DreamWorks SKG,16980098,-19902,23134456.662947267,-27115.388645340947,2734315.2979066023,17000000,23161572.05159261
The Big Bounce,2004,Shangri-La Entertainment,6808550,-43191450,9276277.72893358,-58845993.01104468,1096384.8631239936,50000000,68122270.73997827
Barbershop 2:  Back in Business,2004,Metro-Goldwyn-Mayer (MGM),65070412,47070412,88654884.46851861,64130867.00212643,10478327.214170692,18000000,24524017.466392174
Catch That Kid,2004,Fox 2000 Pictures,16702864,-1297136,22756740.470820725,-1767276.995571449,2689672.1417069244,18000000,24524017.466392174
Miracle,2004,Walt Disney,64445708,36445708,87803759.36811167,49655287.75372384,10377730.7568438,28000000,38148471.614387825
The Dreamers,2003,Peninsula Films,15121165,121165,21156069.40945074,169522.33177774985,2507655.887230514,15000000,20986547.07767299
Thirteen,2003,Fox Searchlight Pictures,4601043,2601043,6437333.701726518,3639127.4247034523,763025.3731343283,2000000,2798206.277023065
Best Defense,1984,Paramount Pictures,19265302,1265302,47704557.31516017,3133128.760711189,5733720.833333334,18000000,44571428.55444898
50 First Dates,2004,Columbia Pictures Corporation,196482882,121482882,267697201.66750404,165513795.55753663,31639755.555555556,75000000,102183406.1099674
Welcome to Mooseport,2004,Twentieth Century Fox Film Corporation,14000000,-16000000,19074235.807193913,-21799126.636793043,2254428.341384863,30000000,40873362.44398696
Raw Deal,1986,De Laurentiis Entertainment Group (DEG),16209459,7709459,38025197.07779111,18085347.440537672,4369126.415094339,8500000,19939849.637253433
Against the Ropes,2004,Paramount Pictures,6614280,-32385720,9011595.45820047,-44123775.71898258,1065101.4492753623,39000000,53135371.17718305
Confessions of a Teenage Drama Queen,2004,Walt Disney Pictures,29331068,14331068,39961979.10777426,19525297.885780778,4723199.355877616,15000000,20436681.22199348
EuroTrip,2004,DreamWorks SKG,20796847,-4203153,28334568.837438095,-5726566.532551037,3348928.663446055,25000000,34061135.369989134
The Passion of the Christ,2004,Icon Productions,611899420,581899420,833679559.0975134,792806196.6535264,98534528.18035427,30000000,40873362.44398696
Club Dread,2004,Fox Searchlight Pictures,5001655,-3498345,6814481.92115932,-4766304.104636985,805419.4847020934,8500000,11580786.025796305
Dirty Dancing: Havana Nights,2004,Miramax Films,27685016,2685016,37719323.1078526,3658187.7378634694,4458134.6215781,25000000,34061135.369989134
Twisted,2004,Paramount Pictures,25195000,-24805000,34326812.22587505,-33795458.51410322,4057165.8615136878,50000000,68122270.73997827
Hidalgo,2004,Casey Silver Productions,108103450,8103450,147285049.77651405,11040508.296557538,17407962.962962963,100000000,136244541.47995654
Starsky & Hutch,2004,Weed Road Pictures,170268750,110268750,231981877.72115347,150235152.83317956,27418478.260869566,60000000,81746724.88797392
Agent Cody Banks 2: Destination London,2004,Splendid Pictures,28818995,2818995,39264307.5968816,3840726.8120929007,4640739.935587762,26000000,35423580.7847887
The Girl Next Door,2004,Regency Enterprises,30411183,5411183,41433576.83698049,7372441.466991356,4897130.917874396,25000000,34061135.369989134
Secret Window,2004,Columbia Pictures Corporation,92913171,52913171,126589123.80343793,72091307.21145533,14961863.285024155,40000000,54497816.59198261
Spartan,2004,Epsilon Motion Pictures,8112712,-11137288,11053127.265989412,-15173946.968902221,1306394.8470209339,19250000,26227074.23489163
Clifford,1994,Orion Pictures,7411659,-11588341,12846875.598287083,-20086457.730655137,1756317.2985781992,19000000,32933333.32894222
Dawn of the Dead,2004,New Amsterdam Entertainment,102356381,74356381,139454981.96892735,101306510.35453951,16482509.017713366,28000000,38148471.614387825
Eternal Sunshine of the Spotless Mind,2004,Anonymous Content,72258126,52258126,98447752.45070925,71198844.15471795,11635769.082125604,20000000,27248908.295991305
Taking Lives,2004,Village Roadshow Pictures,65470529,20470529,89200022.04055198,27889978.374571532,10542758.293075684,45000000,61310043.665980436
Intermission,2003,UK Film Council,4856298,-143702,6794461.773347278,-201053.91921038425,805356.2189054725,5000000,6995515.692557663
Jersey Girl,2004,Miramax Films,36098382,1098382,49182075.037583165,1496485.5195983762,5812943.961352657,35000000,47685589.517984785
Never Die Alone,2004,ContentFilm,5923000,2923000,8069764.191857825,3982427.947459129,953784.2190016103,3000000,4087336.244398696
Hellboy,2004,Columbia Pictures,99318987,33318987,135316698.44068763,45395301.063916326,15993395.652173914,66000000,89921397.37677132
Home on the Range,2004,Walt Disney Pictures,103951461,-6048539,141628191.40116584,-8240804.226786348,16739365.700483091,110000000,149868995.6279522
